Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_50_6593_01A	14	0.648	15.205	108.607%	3.577	79.984%	0.98302	0.595
TCGA_50_6595_01A	4	0.408	5.929	148.225%	2.24	91.448%	1.97041	0.374
TCGA_53_7624_01A	24	0.785	20.654	86.058%	5.332	61.983%	0.66943	0.759
TCGA_53_7813_01A	9	0.634	10.411	115.678%	2.802	77.713%	1.21047	0.596
TCGA_55_6543_01A	2	0.149	3.759	187.95%	1.444	102.106%	3.05179	0.098
TCGA_55_6970_01A	5	0.719	6.45	129.0%	1.9	71.813%	1.17145	0.708
TCGA_55_6971_01A	6	0.612	7.545	125.75%	2.237	79.09%	1.23543	0.582
TCGA_55_6979_01A	7	0.611	9.105	130.071%	2.627	79.207%	1.49074	0.581
TCGA_55_6981_01A	4	0.463	5.888	147.2%	1.786	89.3%	2.38551	0.42
TCGA_55_6985_01A	15	0.73	15.728	104.853%	4.16	68.39%	0.97536	0.704
TCGA_55_7281_01A	17	0.786	15.358	90.341%	3.863	61.858%	0.74658	0.761
TCGA_55_7573_01A	6	0.67	7.765	129.417%	2.109	74.564%	1.51812	0.646
TCGA_55_7574_01A	9	0.683	11.163	124.033%	2.83	73.07%	1.3582	0.655
TCGA_55_7725_01A	12	0.705	14.902	124.183%	4.194	71.927%	1.08193	0.687
TCGA_55_7726_01A	4	0.565	6.343	158.575%	2.036	83.119%	2.12947	0.546
TCGA_55_7728_01A	2	0.083	3.866	193.3%	1.48	104.652%	3.60037	0.026
TCGA_55_7911_01A	12	0.68	15.667	130.558%	4.17	73.716%	1.3674	0.658
TCGA_55_7914_01A	5	0.343	7.811	156.22%	2.202	98.476%	1.80988	0.278
TCGA_55_7995_01A	19	0.547	23.636	124.4%	5.885	87.728%	1.02084	0.487
TCGA_55_8096_01A	7	0.65	7.57	108.143%	2.28	76.0%	1.2398	0.618
TCGA_55_8097_01A	6	0.568	8.753	145.883%	2.331	82.413%	1.66282	0.533
TCGA_55_8203_01A	15	0.845	13.653	91.02%	3.241	54.783%	0.68658	0.833
TCGA_55_8208_01A	12	0.669	14.948	124.567%	4.498	74.967%	1.17015	0.649
TCGA_55_8299_01A	6	0.678	8.457	140.95%	2.624	75.748%	1.91199	0.668
TCGA_55_8506_01A	160	0.384	183.107	114.442%	50.861	110.62%	1.06628	0.278
TCGA_55_8510_01A	18	0.708	21.296	118.311%	5.29	70.691%	0.97748	0.681
TCGA_55_8511_01A	22	0.642	23.379	106.268%	6.399	77.599%	1.12096	0.6
TCGA_55_8616_01A	283	0.558	364.965	128.963%	150.084	83.687%	1.07753	0.54
TCGA_55_A48X_01A	19	0.607	23.132	121.747%	7.061	79.442%	1.16243	0.576
TCGA_55_A48Z_01A	1	0.171	1.902	190.2%	0.992	99.2%	3.01971	0.14
TCGA_55_A492_01A	75	0.674	82.699	110.265%	30.977	75.464%	0.87172	0.66
TCGA_55_A493_01A	97	0.57	123.536	127.357%	49.971	82.906%	1.054	0.553
TCGA_55_A494_01A	9	0.493	11.626	129.178%	3.032	91.418%	1.41817	0.43
TCGA_62_A46O_01A	115	0.741	92.914	80.795%	36.296	68.265%	0.46408	0.725
TCGA_62_A46R_01A	11	0.695	11.099	100.9%	2.977	72.203%	1.00626	0.66
TCGA_64_1679_01A	21	0.704	25.851	123.1%	6.893	71.477%	1.29046	0.683
TCGA_64_1681_01A	5	0.077	9.507	190.14%	2.558	114.397%	3.23179	-0.019
TCGA_64_5781_01A	43	0.795	34.708	80.716%	9.73	60.694%	0.54081	0.773
TCGA_67_3770_01A	9	0.755	11.396	126.622%	2.757	66.867%	1.46046	0.74
TCGA_67_3774_01A	7	0.158	12.201	174.3%	3.33	111.0%	2.4157	0.067
TCGA_67_6217_01A	8	0.611	10.174	127.175%	2.527	79.911%	1.33211	0.569
TCGA_69_7973_01A	16	0.643	17.872	111.7%	4.111	80.623%	1.05096	0.589
TCGA_69_7974_01A	19	0.632	22.671	119.321%	5.06	81.025%	1.38515	0.579
TCGA_69_7979_01A	43	0.85	35.603	82.798%	7.649	52.658%	0.62465	0.831
TCGA_69_7980_01A	29	0.798	26.092	89.972%	6.531	60.379%	0.77455	0.776
TCGA_73_4662_01A	12	0.745	14.107	117.558%	3.566	67.391%	1.30258	0.727
TCGA_73_4666_01A	16	0.785	15.621	97.631%	4.382	63.249%	0.80854	0.77
TCGA_73_4670_01A	29	0.781	24.894	85.841%	5.752	63.911%	0.76722	0.747
TCGA_73_7498_01A	6	0.484	8.187	136.45%	2.206	90.06%	1.58631	0.429
TCGA_78_7145_01A	6	0.362	8.829	147.15%	3.261	94.137%	1.8964	0.319
TCGA_78_7146_01A	14	0.838	12.067	86.193%	2.918	55.145%	0.63845	0.823
TCGA_78_7147_01A	21	0.743	22.339	106.376%	6.144	67.439%	0.82494	0.723
TCGA_78_7153_01A	8	0.359	12.077	150.962%	4.418	94.192%	1.80191	0.317
TCGA_78_7158_01A	13	0.69	17.881	137.546%	5.667	75.061%	1.27156	0.681
TCGA_78_7159_01A	22	0.641	22.137	100.623%	5.934	79.296%	0.98965	0.591
TCGA_78_7161_01A	8	0.577	10.913	136.412%	3.06	81.782%	1.78554	0.542
TCGA_78_7220_01A	32	0.823	28.294	88.419%	8.638	59.894%	0.64771	0.815
TCGA_83_5908_01A	9	0.758	11.282	125.356%	3.305	68.914%	1.05892	0.752
TCGA_86_6851_01A	37	0.801	34.544	93.362%	9.142	60.678%	0.7179	0.785
TCGA_86_7954_01A	8	0.785	8.931	111.637%	2.408	64.357%	1.25955	0.775
TCGA_86_8056_01A	7	0.475	9.61	137.286%	2.444	92.375%	1.52796	0.411
TCGA_86_8074_01A	4	0.106	7.516	187.9%	2.195	109.75%	3.78548	0.024
TCGA_91_6830_01A	9	0.453	12.39	137.667%	2.934	97.8%	1.61551	0.375
TCGA_91_6836_01A	12	0.411	16.523	137.692%	4.218	99.419%	1.47898	0.332
TCGA_91_6840_01A	6	0.394	8.633	143.883%	2.668	94.328%	2.03391	0.339
TCGA_91_6847_01A	6	0.33	9.374	156.233%	2.782	98.359%	2.35184	0.268
TCGA_95_7039_01A	67	0.825	46.754	69.782%	12.588	56.579%	0.42631	0.801
TCGA_95_7043_01A	62	0.819	47.881	77.227%	15.159	58.917%	0.49335	0.805
TCGA_95_7948_01A	7	0.485	9.495	135.643%	2.679	89.3%	1.68224	0.433
TCGA_95_A4VK_01A	7	0.816	7.951	113.586%	2.965	68.022%	0.96699	0.823
TCGA_95_A4VN_01A	24	0.747	21.752	90.633%	5.324	67.615%	0.84587	0.711
TCGA_95_A4VP_01A	5	0.64	7.041	140.82%	2.05	77.483%	1.39162	0.621
TCGA_97_7547_01A	7	0.384	10.65	152.143%	2.896	96.533%	1.96888	0.32
TCGA_97_7553_01A	8	0.407	11.252	140.65%	3.055	96.608%	1.69909	0.338
TCGA_97_7941_01A	7	0.669	8.494	121.343%	2.474	74.594%	1.4803	0.646
TCGA_97_8175_01A	2	0.133	3.786	189.3%	1.453	102.743%	3.23635	0.08
TCGA_97_A4M0_01A	17	0.676	20.141	118.476%	5.362	73.653%	1.13801	0.648
TCGA_97_A4M1_01A	1	0.171	1.902	190.2%	0.992	99.2%	3.01971	0.14
TCGA_97_A4M3_01A	6	0.681	7.653	127.55%	2.082	73.61%	1.6761	0.659
TCGA_99_7458_01A	23	0.734	20.145	87.587%	5.657	68.102%	0.73646	0.702
TCGA_J2_8194_01A	5	0.547	6.358	127.16%	2.215	83.719%	1.39607	0.518
TCGA_J2_A4AD_01A	17	0.739	18.724	110.141%	4.316	67.405%	1.23006	0.71
TCGA_J2_A4AG_01A	8	0.564	12.374	154.675%	3.096	82.744%	2.17328	0.527
TCGA_L4_A4E5_01A	7	0.744	9.17	131.0%	2.736	70.643%	1.16689	0.738
TCGA_L9_A443_01A	14	0.733	16.229	115.921%	4.102	68.367%	1.33391	0.711
TCGA_L9_A444_01A	36	0.856	26.789	74.414%	6.068	51.654%	0.47089	0.836
TCGA_MP_A4T4_01A	17	0.686	19.089	112.288%	5.096	72.8%	1.02869	0.655
TCGA_MP_A4T9_01A	1	0.171	1.902	190.2%	0.992	99.2%	3.01971	0.14
TCGA_MP_A4TF_01A	18	0.711	17.668	98.156%	4.782	70.507%	1.01355	0.678
TCGA_MP_A4TH_01A	7	0.696	8.7	124.286%	2.866	74.0%	1.06998	0.685
TCGA_NJ_A4YQ_01A	48	0.808	43.177	89.952%	11.368	59.585%	0.61624	0.791
TCGA_NJ_A55O_01A	7	0.744	8.529	121.843%	2.504	69.448%	1.07641	0.735
TCGA_O1_A52J_01A	9	0.474	12.075	134.167%	2.88	96.0%	1.47484	0.398
