Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_50_5051_01A	120	0.862	73.53	61.275%	10.062	50.821%	0.40921	0.765
TCGA_50_5941_01A	420	0.96	132.184	31.472%	17.401	28.461%	0.11076	0.923
TCGA_50_5942_01A	65	0.81	47.324	72.806%	5.957	58.696%	0.51894	0.632
TCGA_50_6590_01A	981	0.986	180.448	18.394%	26.1	17.155%	0.03471	0.976
TCGA_50_6592_01A	325	0.948	116.392	35.813%	14.687	31.906%	0.13334	0.888
TCGA_50_6593_01A	348	0.938	125.799	36.149%	18.465	34.588%	0.13754	0.886
TCGA_50_6595_01A	93	0.876	62.397	67.094%	8.504	49.016%	0.42617	0.822
TCGA_53_7624_01A	903	0.986	168.656	18.677%	22.875	17.011%	0.04791	0.973
TCGA_53_7813_01A	177	0.896	85.528	48.321%	13.014	44.77%	0.24413	0.826
TCGA_55_6543_01A	21	0.73	24.368	116.038%	4.269	68.359%	1.27585	0.686
TCGA_55_6970_01A	188	0.926	83.863	44.608%	11.562	38.626%	0.22249	0.88
TCGA_55_6971_01A	92	0.771	71.97	78.228%	9.862	63.659%	0.54408	0.6
TCGA_55_6979_01A	125	0.867	80.15	64.12%	11.506	49.932%	0.395	0.801
TCGA_55_6981_01A	55	0.835	46.191	83.984%	6.158	55.079%	0.64845	0.771
TCGA_55_6985_01A	509	0.969	150.261	29.521%	20.138	24.801%	0.10006	0.947
TCGA_55_7281_01A	497	0.961	153.793	30.944%	20.512	27.742%	0.11094	0.924
TCGA_55_7573_01A	57	0.766	49.676	87.151%	6.737	64.529%	0.66243	0.64
TCGA_55_7574_01A	284	0.953	116.635	41.069%	17.112	30.704%	0.20203	0.935
TCGA_55_7725_01A	157	0.89	81.89	52.159%	12.181	45.747%	0.25387	0.824
TCGA_55_7726_01A	122	0.933	67.046	54.956%	10.82	35.907%	0.34528	0.919
TCGA_55_7728_01A	108	0.9	61.181	56.649%	8.616	44.083%	0.32577	0.854
TCGA_55_7911_01A	261	0.944	92.55	35.46%	12.553	33.046%	0.15702	0.886
TCGA_55_7914_01A	204	0.894	104.127	51.043%	14.012	44.851%	0.24521	0.799
TCGA_55_7995_01A	754	0.979	164.051	21.757%	22.584	20.521%	0.06026	0.958
TCGA_55_8096_01A	167	0.928	72.681	43.522%	9.838	37.426%	0.22976	0.872
TCGA_55_8097_01A	122	0.86	74.46	61.033%	10.508	51.031%	0.44692	0.768
TCGA_55_8203_01A	480	0.96	148.021	30.838%	20.957	28.045%	0.11148	0.928
TCGA_55_8208_01A	387	0.987	100.792	26.044%	13.07	16.695%	0.11033	0.983
TCGA_55_8299_01A	235	0.947	87.516	37.241%	11.974	32.601%	0.17453	0.909
TCGA_55_8506_01A	1897	0.994	241.941	12.754%	34.419	11.219%	0.01637	0.99
TCGA_55_8510_01A	359	0.962	108.678	30.272%	15.455	27.445%	0.10017	0.933
TCGA_55_8511_01A	641	0.978	148.351	23.144%	20.704	20.875%	0.06669	0.961
TCGA_55_8616_01A	628	0.977	152.978	24.36%	21.819	21.474%	0.06674	0.962
TCGA_55_A48X_01A	458	0.974	132.494	28.929%	17.675	23.062%	0.10358	0.959
TCGA_55_A48Z_01A	64	0.794	52.794	82.491%	7.063	61.015%	0.60234	0.681
TCGA_55_A492_01A	332	0.955	107.462	32.368%	14.677	29.616%	0.12434	0.914
TCGA_55_A493_01A	346	0.949	123.144	35.591%	17.225	31.596%	0.14616	0.912
TCGA_55_A494_01A	272	0.953	95.8	35.221%	12.984	30.22%	0.14205	0.918
TCGA_62_A46O_01A	1039	0.986	187.998	18.094%	25.662	16.486%	0.04046	0.974
TCGA_62_A46R_01A	189	0.877	96.885	51.262%	14.675	48.095%	0.27935	0.786
TCGA_64_1679_01A	566	0.975	145.737	25.749%	20.275	22.287%	0.0877	0.958
TCGA_64_1681_01A	84	0.83	61.274	72.945%	8.088	55.813%	0.48411	0.722
TCGA_64_5781_01A	1233	0.987	214.934	17.432%	30.919	16.541%	0.03597	0.976
TCGA_67_3770_01A	241	0.933	89.103	36.972%	13.304	36.169%	0.19063	0.875
TCGA_67_3774_01A	122	0.864	70.977	58.178%	9.763	50.619%	0.34985	0.755
TCGA_67_6217_01A	212	0.94	86.631	40.864%	11.981	34.33%	0.19233	0.9
TCGA_69_7973_01A	278	0.942	102.823	36.987%	15.802	33.736%	0.14036	0.907
TCGA_69_7974_01A	572	0.962	168.437	29.447%	24.279	27.344%	0.08725	0.932
TCGA_69_7979_01A	1677	0.994	217.461	12.967%	31.971	11.215%	0.02726	0.99
TCGA_69_7980_01A	941	0.983	202.152	21.483%	27.077	18.542%	0.05159	0.969
TCGA_73_4662_01A	232	0.943	90.845	39.157%	11.751	33.184%	0.21717	0.895
TCGA_73_4666_01A	410	0.97	106.129	25.885%	14.87	24.25%	0.07746	0.943
TCGA_73_4670_01A	391	0.939	142.612	36.474%	19.79	34.466%	0.1344	0.879
TCGA_73_7498_01A	130	0.87	82.194	63.226%	10.958	49.809%	0.36886	0.791
TCGA_78_7145_01A	219	0.924	98.764	45.098%	13.715	38.531%	0.22063	0.874
TCGA_78_7146_01A	420	0.971	118.39	28.188%	15.937	24.114%	0.09168	0.949
TCGA_78_7147_01A	387	0.958	122.207	31.578%	15.945	28.726%	0.10784	0.913
TCGA_78_7153_01A	126	0.864	78.454	62.265%	10.569	50.272%	0.39257	0.772
TCGA_78_7158_01A	266	0.947	102.434	38.509%	13.571	32.515%	0.16281	0.908
TCGA_78_7159_01A	330	0.957	112.219	34.006%	14.83	29.006%	0.12252	0.923
TCGA_78_7161_01A	209	0.905	101.241	48.441%	14.119	42.706%	0.27066	0.831
TCGA_78_7220_01A	962	0.982	197.796	20.561%	27.351	19.285%	0.04791	0.966
TCGA_83_5908_01A	272	0.949	104.248	38.326%	15.494	31.431%	0.18237	0.925
TCGA_86_6851_01A	965	0.98	206.533	21.402%	28.324	20.021%	0.05134	0.96
TCGA_86_7954_01A	243	0.918	105.354	43.356%	15.464	39.835%	0.21138	0.86
TCGA_86_8056_01A	297	0.963	113.307	38.151%	17.559	27.046%	0.16594	0.953
TCGA_86_8074_01A	72	0.798	58.914	81.825%	7.683	60.363%	0.59971	0.677
TCGA_91_6830_01A	252	0.986	84.259	33.436%	13.107	17.936%	0.16374	0.984
TCGA_91_6836_01A	499	0.971	129.444	25.941%	17.972	24.018%	0.09551	0.945
TCGA_91_6840_01A	144	0.964	65.202	45.279%	9.079	26.497%	0.29748	0.956
TCGA_91_6847_01A	92	0.827	67.288	73.139%	9.121	57.686%	0.55182	0.727
TCGA_95_7039_01A	1392	0.99	224.2	16.106%	29.232	13.986%	0.02843	0.982
TCGA_95_7043_01A	1155	0.989	195.181	16.899%	28.045	15.008%	0.04102	0.981
TCGA_95_7948_01A	162	0.977	57.994	35.799%	13.731	23.48%	0.154	0.975
TCGA_95_A4VK_01A	309	0.955	113.86	36.848%	14.841	29.688%	0.15865	0.925
TCGA_95_A4VN_01A	571	0.974	145.712	25.519%	20.015	22.609%	0.06812	0.954
TCGA_95_A4VP_01A	148	0.903	75.182	50.799%	10.59	43.162%	0.26483	0.839
TCGA_97_7547_01A	198	0.934	90.738	45.827%	12.464	36.253%	0.25258	0.901
TCGA_97_7553_01A	47	0.714	49.675	105.691%	8.049	70.324%	0.86049	0.639
TCGA_97_7941_01A	97	0.889	56.405	58.149%	8.196	46.475%	0.33567	0.839
TCGA_97_8175_01A	30	0.619	38.706	129.02%	5.811	79.078%	1.18599	0.522
TCGA_97_A4M0_01A	466	0.967	126.823	27.215%	18.295	25.361%	0.08717	0.941
TCGA_97_A4M1_01A	47	0.75	43.019	91.53%	6.808	66.439%	0.87004	0.666
TCGA_97_A4M3_01A	241	0.939	96.33	39.971%	13.792	34.277%	0.17916	0.901
TCGA_99_7458_01A	516	0.974	137.944	26.733%	18.371	22.613%	0.07689	0.955
TCGA_J2_8194_01A	166	0.894	80.209	48.319%	11.084	44.952%	0.2749	0.787
TCGA_J2_A4AD_01A	381	0.962	121.07	31.777%	19.2	27.785%	0.12997	0.944
TCGA_J2_A4AG_01A	96	0.835	65.077	67.789%	9.318	55.292%	0.4546	0.741
TCGA_L4_A4E5_01A	396	0.955	138.399	34.949%	19.109	29.606%	0.12433	0.925
TCGA_L9_A443_01A	292	0.933	115.368	39.51%	16.243	36.033%	0.19099	0.877
TCGA_L9_A444_01A	643	0.977	152.935	23.785%	23.107	21.446%	0.07151	0.965
TCGA_MP_A4T4_01A	443	0.956	144.656	32.654%	20.705	29.697%	0.11578	0.923
TCGA_MP_A4T9_01A	42	0.739	41.526	98.871%	5.95	68.251%	0.78929	0.651
TCGA_MP_A4TF_01A	497	0.976	133.065	26.774%	16.87	21.741%	0.09723	0.958
TCGA_MP_A4TH_01A	131	0.857	80.801	61.68%	10.357	51.592%	0.37863	0.722
TCGA_NJ_A4YQ_01A	1298	0.991	201.914	15.556%	27.293	13.181%	0.03034	0.985
TCGA_NJ_A55O_01A	163	0.909	86.632	53.148%	12.971	42.239%	0.27673	0.872
TCGA_O1_A52J_01A	199	0.926	88.41	44.427%	11.717	37.797%	0.22223	0.867
