Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_55_6543_01A	2	0.702	1.975	98.75%	1.028	72.691%	2.10852	0.694
TCGA_55_6970_01A	5	0.911	3.952	79.04%	1.175	44.411%	0.6448	0.908
TCGA_55_6971_01A	6	0.902	4.551	75.85%	1.344	47.518%	0.69427	0.898
TCGA_55_6979_01A	7	0.897	5.379	76.843%	1.533	46.222%	0.77551	0.891
TCGA_55_6981_01A	4	0.81	3.704	92.6%	1.21	60.5%	1.45404	0.801
TCGA_55_6985_01A	15	0.91	9.673	64.487%	2.525	41.511%	0.646	0.902
TCGA_55_7281_01A	17	0.952	9.239	54.347%	1.988	31.833%	0.43576	0.948
TCGA_55_7573_01A	6	0.861	4.204	70.067%	1.439	50.876%	0.94153	0.852
TCGA_55_7574_01A	9	0.9	7.09	78.778%	1.739	44.901%	0.77727	0.894
TCGA_55_7725_01A	12	0.917	9.097	75.808%	2.332	39.993%	0.73059	0.913
TCGA_55_7726_01A	4	0.823	3.792	94.8%	1.442	58.869%	1.49262	0.817
TCGA_55_7728_01A	2	0.624	2.828	141.4%	1.126	79.62%	2.17012	0.614
TCGA_55_7911_01A	12	0.938	7.991	66.592%	1.964	34.719%	0.80442	0.934
TCGA_55_7914_01A	5	0.784	5.308	106.16%	1.448	64.757%	1.01364	0.773
TCGA_55_7995_01A	19	0.929	12.402	65.274%	2.555	38.088%	0.59501	0.922
TCGA_55_8096_01A	7	0.863	5.129	73.271%	1.527	50.9%	0.79464	0.853
TCGA_55_8097_01A	6	0.813	5.711	95.183%	1.656	58.548%	1.06062	0.801
TCGA_55_8203_01A	15	0.929	10.793	71.953%	2.369	40.043%	0.55178	0.924
TCGA_55_8208_01A	12	0.954	9.33	77.75%	2.471	41.183%	0.59827	0.957
TCGA_55_8299_01A	6	0.908	3.968	66.133%	1.508	43.532%	1.54172	0.905
TCGA_55_8506_01A	160	0.972	36.282	22.676%	10.934	23.781%	0.06679	0.967
TCGA_55_8510_01A	18	0.938	13.34	74.111%	3.014	40.276%	0.54961	0.936
TCGA_55_8511_01A	22	0.944	12.231	55.595%	2.734	33.155%	0.52864	0.939
TCGA_55_8616_01A	283	0.999	31.154	11.008%	7.405	4.129%	0.03895	0.999
TCGA_55_A48X_01A	19	0.957	11.411	60.058%	2.608	29.342%	0.64589	0.955
TCGA_55_A48Z_01A	1	0.983	0.821	82.1%	0.426	42.6%	0.52889	0.985
TCGA_55_A492_01A	75	0.992	24.002	32.003%	5.305	12.924%	0.23331	0.992
TCGA_55_A493_01A	97	0.999	18.621	19.197%	4.217	6.996%	0.10268	0.999
TCGA_55_A494_01A	9	0.741	9.47	105.222%	2.265	68.292%	0.94478	0.715
TCGA_62_A46O_01A	115	0.994	32.537	28.293%	7.093	13.34%	0.15083	0.994
TCGA_62_A46R_01A	11	0.795	9.922	90.2%	2.542	61.653%	0.75886	0.775
TCGA_64_1679_01A	21	0.902	16.54	78.762%	4.345	45.056%	0.79972	0.896
TCGA_64_1681_01A	5	0.335	7.957	159.14%	2.194	98.119%	2.12485	0.266
TCGA_64_5781_01A	43	0.98	16.718	38.879%	3.205	19.992%	0.25521	0.978
TCGA_67_3770_01A	9	0.875	7.73	85.889%	2.342	56.802%	1.36127	0.869
TCGA_67_3774_01A	7	0.552	8.37	119.571%	2.547	84.9%	1.41573	0.51
TCGA_67_6217_01A	8	0.875	6.849	85.612%	1.603	50.691%	0.76715	0.867
TCGA_69_7973_01A	16	0.864	12.413	77.581%	2.575	50.5%	0.72981	0.845
TCGA_69_7974_01A	19	0.855	16.178	85.147%	3.392	54.315%	0.9081	0.838
TCGA_69_7979_01A	43	0.96	21.821	50.747%	4.132	28.446%	0.43162	0.955
TCGA_69_7980_01A	29	0.957	14.622	50.421%	3.178	29.381%	0.56947	0.953
TCGA_73_4662_01A	12	0.944	6.998	58.317%	1.792	33.866%	0.77829	0.941
TCGA_73_4666_01A	16	0.964	8.634	53.963%	1.957	28.247%	0.46114	0.962
TCGA_73_4670_01A	29	0.952	14.902	51.386%	2.787	30.967%	0.47784	0.945
TCGA_73_7498_01A	6	0.777	5.805	96.75%	1.566	63.932%	0.9645	0.759
TCGA_78_7145_01A	6	0.687	7.434	123.9%	2.68	77.365%	1.13687	0.687
TCGA_78_7146_01A	14	0.945	7.745	55.321%	1.863	35.207%	0.40296	0.941
TCGA_78_7147_01A	21	0.972	11.507	54.795%	2.541	27.891%	0.38862	0.971
TCGA_78_7153_01A	8	0.96	6.208	77.6%	2.089	44.538%	0.51476	0.966
TCGA_78_7158_01A	13	0.975	7.241	55.7%	1.787	23.669%	0.54485	0.974
TCGA_78_7159_01A	22	0.867	16.235	73.795%	3.761	50.258%	0.67147	0.85
TCGA_78_7161_01A	8	0.758	7.537	94.212%	2.488	66.495%	1.28992	0.742
TCGA_78_7220_01A	32	0.978	16.185	50.578%	3.27	22.673%	0.42454	0.977
TCGA_83_5908_01A	9	0.957	5.845	64.944%	1.588	33.112%	0.49145	0.956
TCGA_86_6851_01A	37	0.984	14.925	40.338%	2.88	19.115%	0.32619	0.984
TCGA_86_7954_01A	8	0.871	6.544	81.8%	1.841	49.203%	1.05742	0.863
TCGA_86_8056_01A	7	0.751	7.351	105.014%	1.776	67.126%	1.03156	0.726
TCGA_86_8074_01A	4	0.518	5.739	143.475%	1.889	94.45%	2.32495	0.492
TCGA_91_6830_01A	9	0.604	10.277	114.189%	2.447	81.567%	1.13937	0.543
TCGA_91_6836_01A	12	0.826	10.406	86.717%	2.41	56.804%	0.86687	0.806
TCGA_91_6840_01A	6	0.667	7.096	118.267%	2.134	75.448%	1.32319	0.646
TCGA_91_6847_01A	6	0.765	6.403	106.717%	1.835	64.877%	1.19598	0.749
TCGA_95_7039_01A	67	0.967	26.933	40.199%	5.846	26.276%	0.24576	0.963
TCGA_95_7043_01A	62	0.988	22.707	36.624%	4.396	17.086%	0.24532	0.987
TCGA_95_7948_01A	7	0.829	5.481	78.3%	1.73	57.667%	1.02289	0.816
TCGA_95_A4VK_01A	7	0.98	4.072	58.171%	1.419	32.554%	0.34842	0.981
TCGA_95_A4VN_01A	24	0.925	14.512	60.467%	3.09	39.243%	0.54464	0.917
TCGA_95_A4VP_01A	5	0.857	4.802	96.04%	1.418	53.595%	0.94665	0.851
TCGA_97_7547_01A	7	0.807	6.689	95.557%	1.788	59.6%	1.01456	0.793
TCGA_97_7553_01A	8	0.877	5.963	74.538%	1.552	49.079%	0.76789	0.867
TCGA_97_7941_01A	7	0.882	5.137	73.386%	1.562	47.096%	0.92571	0.875
TCGA_97_8175_01A	2	0.699	2.364	118.2%	1.024	72.408%	1.80578	0.691
TCGA_97_A4M0_01A	17	0.933	13.298	78.224%	2.911	39.986%	0.59936	0.93
TCGA_97_A4M1_01A	1	0.983	0.821	82.1%	0.426	42.6%	0.52889	0.985
TCGA_97_A4M3_01A	6	0.802	5.605	93.417%	1.774	62.72%	1.31829	0.791
TCGA_99_7458_01A	23	0.962	11.413	49.622%	2.306	27.761%	0.43244	0.958
TCGA_J2_8194_01A	5	0.916	3.206	64.12%	1.1	41.576%	0.66603	0.913
TCGA_J2_A4AD_01A	17	0.922	11.233	66.076%	2.52	39.356%	0.79037	0.915
TCGA_J2_A4AG_01A	8	0.812	9.275	115.938%	2.834	75.742%	1.69378	0.805
TCGA_L4_A4E5_01A	7	0.957	3.878	55.4%	1.198	30.932%	0.50475	0.956
TCGA_L9_A443_01A	14	0.854	11.004	78.6%	3.148	52.467%	1.08267	0.843
TCGA_L9_A444_01A	36	0.926	21.453	59.592%	4.744	40.384%	0.41059	0.919
TCGA_MP_A4T4_01A	17	0.945	11.26	66.235%	2.505	35.786%	0.53913	0.942
TCGA_MP_A4T9_01A	1	0.983	0.821	82.1%	0.426	42.6%	0.52889	0.985
TCGA_MP_A4TF_01A	18	0.931	12.188	67.711%	2.717	40.06%	0.56803	0.927
TCGA_MP_A4TH_01A	7	0.967	4.682	66.886%	1.343	34.676%	0.42269	0.968
TCGA_NJ_A4YQ_01A	48	0.964	26.558	55.329%	5.81	30.453%	0.35988	0.962
TCGA_NJ_A55O_01A	7	0.932	4.261	60.871%	1.315	36.472%	0.61001	0.928
TCGA_O1_A52J_01A	9	0.739	8.19	91.0%	2.04	68.0%	0.95019	0.702
