MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I	DBS78J
CC>AA	0.9897158032655716	0.006626669523194737	0.016493529411718555	0.010073536449336824	0.0028134606259269273	0.011842162047707916	0.12600490581127816	0.07295018764192492	0.03444279468722934	0.025283934684585178
CC>AG	5.228404153631992e-07	0.013543621902073272	0.001935897371571464	5.305798337278262e-06	0.7537937219765445	0.0023053951643593846	1.1459366150023814e-05	0.0008560025180047532	8.357517588062355e-06	8.89033768216319e-06
CC>AT	1.7005893768097435e-06	0.7485783898830414	0.0032481059086802073	7.801631016931404e-06	7.1842079508597164e-06	0.0004635545536492655	0.002645586252459782	0.00743870377593308	1.1018172220492758e-05	0.010076877169476644
CC>GA	0.00046002721413718515	0.011745337407157037	0.18033936093991743	0.01069462150030895	0.009690530630301468	0.021235861238081914	0.013147652121821271	0.021927565742464673	0.05022949833113814	0.021517972154315973
CC>GG	0.00044466990241517126	0.0005582370585083396	0.03238366581780525	0.007015546608188856	0.012054076037970277	0.011029274103462104	0.008446595621679763	0.013594737291569908	0.042479914508834045	0.0036586066599553213
CC>GT	6.38235078724847e-06	0.0017449421008489626	0.018118405890164127	0.0020482339206795075	0.00582201810901168	0.014254025361689173	0.005847564193600192	0.006202397450147155	0.009160204792348452	0.011183722707555717
CC>TA	1.9518371684057455e-06	0.012170361430640781	0.059022312032675474	0.021652792244167322	0.014237406491435109	0.018671944474583056	0.05192293460093749	0.020365522683327284	0.01880623171281215	0.011856893335321979
CC>TG	0.00013868431651502532	0.0018022722201008535	0.02542819729750966	0.00902848131326266	0.010965566480662546	0.022297631874520506	0.023476236093050034	0.018183518075056925	0.018279606672594186	0.01584789177346435
CC>TT	1.9536600158266228e-06	0.012032768875846216	0.0019250119793597998	0.005241136101124829	0.009726440005720411	0.000844375018659387	0.004250501236233692	0.007185868894074037	0.3618638666661627	0.017267567230792112
CG>AT	0.00017662225790104457	0.0034468992024670442	0.002257891630137516	0.00048361333951930875	0.003618902095819294	0.009274026016012727	0.002747002595961021	0.006491714884314206	0.015608239189272127	0.003795917251753664
CG>GC	7.20828437241039e-05	0.000793834102838531	0.002062551484982009	0.0013589990155458054	0.0056899448001013295	0.0009183871903587715	0.00508425224398934	0.0023341822931840285	0.0031871790269977396	0.0016131420026465548
CG>GT	0.00023021052190074534	0.0005626437731444868	0.01933245393358902	0.02606159134044219	0.00011040694140689311	0.004986305885444974	0.014720011995273268	0.011506636313551297	0.02104146930343859	0.005760506287571801
CG>TA	1.309956650402455e-05	8.751971928973035e-06	1.9818905078068382e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327495165373e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
CG>TC	0.0012750741024319724	0.027042886889341276	0.02379108687219095	0.0030918786926042684	0.0027322183810498404	0.01173011167567779	0.052402980897594154	0.023793427301069193	0.008352205111849286	0.028409365391169495
CG>TT	9.759939943476681e-07	0.006837164665338378	0.00503519010978686	0.016826519630304983	0.005519729037780876	0.3459821150151737	0.00799835428614193	0.019320206226733257	0.03159299964372758	0.03132475912232697
CT>AA	3.57630838063792e-06	0.009040732196116823	0.004589752762954101	0.0283531113812358	0.01458942816446307	0.008831404780796675	0.0023459878587717108	0.3539832849140221	0.004890727267161265	0.0005550306517642449
CT>AC	3.660529935132217e-05	0.0006588244150225364	0.003561234963301061	0.0019751933925658705	0.0010790016018609094	0.0038779903914564783	0.004867116410542849	0.002273444089176451	0.005940730451337686	0.0019717255480497897
CT>AG	0.0007141595515372501	0.003618423274279934	0.009900071060320315	0.0072652785227210505	0.01677544895031815	0.0030359675151886106	0.024012566933897864	0.018692945654797198	0.006311535160048152	0.006841303724615209
CT>GA	9.226357048532919e-06	0.0003900190788199609	0.0049079123946035	0.0012572374656434704	0.00048592206799185077	0.0011117151790745084	0.0012330731549099027	0.0027101726056366713	0.0015057199455623049	0.015444095278091936
CT>GC	1.309956650402455e-05	8.751971928973035e-06	1.981890508716333e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327513355267e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
CT>GG	9.566228121684618e-06	0.0002758507761392176	0.008102696651005487	0.0019903464281719606	1.760610362453008e-05	0.0031262041535893557	0.0015663898716655922	0.005879667890562814	0.0057487992900224685	0.0002757264019851391
CT>TA	3.129780312494465e-06	0.003071525104957276	0.07833339324127284	0.02139386480058615	0.004397649407031076	0.029348087271097868	0.015907706018658693	0.032716507128297656	0.03375031989850578	0.0176157622245338
CT>TC	1.309956650402455e-05	8.751971928973035e-06	1.9818905078068382e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327495165373e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
CT>TG	3.3547854720836766e-05	0.0001645561514528993	0.013532747141757824	0.009838403713631578	0.0017292726653840873	0.011832747699884294	0.008338135217430568	0.009769459911073853	0.011650950991639774	0.004211193081628437
GC>AA	1.1503796041605758e-06	0.015570289016092758	0.0008802449934917029	0.013686908702678439	0.0061472947725918796	0.008033805799427722	0.001308144648311344	0.005432437173050704	0.0032318431337286665	0.43831494052296555
GC>AG	7.29894890787719e-05	0.007264490350391384	0.0212139657917524	0.008410222897508675	0.011807909279157229	0.016843569762346782	0.012979909817694306	0.014913562417374814	0.010025433446269005	0.025379979288912592
GC>AT	0.00014019131862241351	0.006643335960941101	0.008503659636055545	0.006108579964137242	0.001493056479953907	0.0071725595473265	0.019799309284662173	0.006954364157537612	0.008817437443698567	0.00538390392015799
GC>CA	0.0015883083379451435	0.014392552333309539	0.011720869971988464	0.005853716742204188	0.0030341824412624873	0.01917674152593662	0.036529252619719156	0.026247807830806665	0.003364860727999712	0.015534052286350719
GC>CG	1.309956650402455e-05	8.751971928973035e-06	1.9818905078068382e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327495165373e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
GC>TA	0.00011845212312891818	0.0022981480262054777	0.0025743517408415074	0.0028935455329201433	0.001604496556055892	0.004302668663674965	0.0040003108515560375	0.0036959433668835116	0.0019523655162828391	0.001258948281715675
TA>AT	0.00012168645701649439	0.0007962065998538037	0.00539130943232351	0.001590937125310461	0.0008714706271086925	0.0022646517575662982	0.0034887708021256003	0.008661251967282624	0.004991077743237042	0.0013804636124450553
TA>CG	1.309956650402455e-05	8.751971928973035e-06	1.981890508716333e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327513355267e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
TA>CT	1.1177019823662704e-05	0.0003144939186671536	0.003017245496448595	0.001174922699256058	0.001956993137249583	0.0034323207505394747	0.0018429258431751805	0.0019819066280285826	0.008462136323773848	0.0017168375228129662
TA>GC	1.309956650402455e-05	8.751971928973035e-06	1.981890508716333e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327513355267e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
TA>GG	1.309956650402455e-05	8.751971928973035e-06	1.9818905078068382e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327495165373e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
TA>GT	0.00028426790806065585	0.0014126081280110725	0.015161107793692246	0.00538584073643861	0.0022784068485361786	0.0058705135677632825	0.00848731530764369	0.0016006162667997613	0.012636853510593085	0.0032164084116539727
TC>AA	1.5952971455636275e-06	0.004484515236039783	0.008979104977269335	0.03978235130515105	0.00976714434093532	0.02086895357801019	0.2513828566919761	0.023902055558162816	0.02375686417785922	0.03511842469169098
TC>AG	3.800564534572004e-05	0.003160916056498877	0.013866263917606148	0.009520292291240651	0.005694931967082937	0.005964136521713463	0.016278411307927242	0.019068051316107386	0.01861404007136798	0.010892525595129427
TC>AT	8.350061478007767e-05	0.0017550218789116206	0.01011460450506333	0.013906185780845988	0.0032082950710426417	0.004100477273254342	0.036842337462856846	0.014573598200679215	0.011625471224909631	0.01768196605266354
TC>CA	5.142204155959007e-06	0.0035982420606487154	0.03665269872206352	0.0029165239113240204	0.0036394397454874473	0.011667684544180155	0.014026728433580047	0.012090485572785496	0.004601298904869111	0.02845041854553962
TC>CG	1.309956650402455e-05	8.751971928973035e-06	1.981890508716333e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327513355267e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
TC>CT	0.00013203440878115203	0.0037003212830995836	0.0195165621652302	0.013539834149474534	0.003017671186727	0.0242634215593906	0.02205208125056587	0.011529468633333017	0.02612114670306326	0.017144750029399258
TC>GA	0.0002105299466620636	0.00046451091935523437	0.006659231489790613	0.003955534631986097	0.0011986759619139775	0.0005817522942629694	0.0037217282530036754	0.00098887981167195	0.006820943071336388	0.0012505434876061371
TC>GG	6.263652065911173e-05	0.0006047691850439207	0.004936759755294133	0.0021103575705524237	0.0013643465456152626	0.0034503400138456188	0.0009418827194951973	0.004793779876240478	0.0037880164651997463	0.004394577241962452
TC>GT	0.00028056810384555317	0.0019006321987026808	0.0025582339655807118	0.0003883772188407875	0.0003358493035960919	0.0007011837133222798	0.0057023146036215165	0.007942787220645755	0.0006138560407413251	0.0021827793773331904
TG>AA	1.368481002668176e-06	0.0026728692060829927	0.09249992310693869	0.010384796751216363	0.006501013401717402	0.022461753030172532	0.014765899162943468	0.034108453161404685	0.024503047612477444	0.01965600497945088
TG>AC	9.79938456907803e-06	0.00046268653138497484	0.004352356201460452	0.0018496648007851491	0.001345977127493825	0.005276205431094923	0.005140483332621315	0.002381431813444692	0.0024215495398894403	0.0036592811617401824
TG>AT	1.8833614144260352e-06	0.015667674247772975	0.049621007413538774	0.00966273498539247	0.008249283488485512	0.2085037889265493	0.021880659575806042	0.04856862121200784	0.03145042955077122	0.022850120095759742
TG>CA	1.1423333585298679e-05	0.00014789238302370222	0.0033979278988203986	0.003636095180785901	0.0006774051456454799	0.0058414326795514174	0.007936461458625104	0.001737380315230439	0.0019536080355157994	0.000815219509702274
TG>CC	1.309956650402455e-05	8.751971928973035e-06	1.981890508716333e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327513355267e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
TG>CT	4.7000841483479017e-07	0.007578440367209093	0.004729069012023957	0.5935813822597266	5.035313738339387e-06	0.009610729825108412	0.011287916059831808	0.0018737866052259827	0.005564293177180797	0.008060850993555224
TG>GA	8.3386377719023e-06	0.003123237569182322	0.026817320693334624	0.0023742007131323847	0.004349640488547639	0.008615785647917278	0.003693580079104895	0.008442845810994725	0.015463064017820763	0.006813276601616849
TG>GC	1.309956650402455e-05	8.751971928973035e-06	1.981890508716333e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327513355267e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
TG>GT	0.0019339299067962657	0.009271113092966632	0.023292278523635482	0.004084565956028808	0.010752600966732473	0.008399577355278654	0.03351832662439719	0.028182079721369924	0.010780981477355739	0.00765407824959766
TT>AA	0.00017567426308403355	0.005214898107843986	0.015549110589908252	0.010596651082280459	0.010689152593670315	0.008776838549181121	0.017620817023729956	0.015455419308547116	0.01225007740554906	0.01196818871997948
TT>AC	9.693796549527178e-05	0.005291750384162412	0.006505152101303225	0.004759312256009594	0.0015722465218755133	0.010149448107702597	0.005139571216633764	0.0017457075330100768	0.004322362258304651	0.008714821103758617
TT>AG	3.657148891534234e-05	0.0006716515383926236	0.006080176378204953	0.0012502106656313572	0.00033847175713617615	0.0019266938075452344	0.001752991140810991	0.0026715949012067596	0.002670049327572599	0.005079974663851771
TT>CA	0.00029199924296449356	0.005221040370549019	0.002573970946744453	0.010610849715385484	0.0023746063229225455	0.0017277012286029958	0.007352425497379045	0.0025016726089428687	0.005401765472327895	0.0027876551453528135
TT>CC	1.309956650402455e-05	8.751971928973035e-06	1.9818905078068382e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327495165373e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
TT>CG	1.309956650402455e-05	8.751971928973035e-06	1.981890508716333e-05	1.3497263870476672e-05	2.308405297299032e-05	1.8504857803236518e-05	1.4457327513355267e-05	1.3214540246622163e-05	1.7493793118319447e-05	1.903436358588806e-05
TT>GA	1.0348228485668187e-05	0.00040875998204953134	0.0036822107484414347	0.0017915956574131543	0.00163786111547779	0.005264600252837681	0.0028651101920376476	0.0023047964579222934	0.0029214339471877794	0.002595725688104267
TT>GC	1.309956656768918e-05	8.751971996474595e-06	1.981890512638529e-05	1.3497263910267066e-05	2.3084052772901488e-05	1.8504857944208198e-05	1.4457327589809665e-05	1.321454024491686e-05	1.7493793154699234e-05	1.90343636131729e-05
TT>GG	1.3099566576784127e-05	8.751971985248019e-06	1.981890511729034e-05	1.3497263910267066e-05	2.3084052772901488e-05	1.850485796239809e-05	1.4457327589809665e-05	1.321454024491686e-05	1.7493793154699234e-05	1.9034363649552688e-05
