MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G
CG>GC	7.859609409896217e-06	0.003159532179519571	0.001089982709694112	1.0867580553825594e-05	0.004295154143294604	0.10475942615915282	9.534612963601672e-06
CG>GT	0.010541142194755987	0.007763362382400318	0.0037173469545337045	0.0078114260231816205	0.022061429969179872	0.011289098628867577	0.022766467261239997
CG>TA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
CG>TC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
CG>TT	0.06935204564826124	0.009407949458987907	0.011438438006381663	0.09876441035692438	0.051138824104963204	0.023100428681037205	0.017358389707477554
CT>AA	0.0024553692746382342	0.01850871612309794	0.001257303935948209	0.19087921916027653	0.0458081074280499	0.0032580746240022827	0.01412086781778246
CT>AC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
CT>AG	0.003118336754141134	0.07597892812418364	0.0418278267321856	0.004573842963811556	0.015280357098246876	0.016291044419207562	0.004854962776017074
CT>GA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
CT>GC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
CT>GG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
CT>TA	0.013421299565599863	0.002210397151234462	0.01990561166923878	0.0005233453479695816	0.0009648907078026993	0.1263691245127302	0.0030640407744406627
CT>TC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
CT>TG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
GC>AA	0.0012830790518204439	0.010596155180485445	0.03587927107175893	0.014515521668586127	0.03257562074413081	0.051448436845550505	0.16086091695759883
GC>AG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
GC>AT	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
GC>CA	0.002439220038006056	0.0043106999703138625	0.0033366002046315126	0.02380564435269889	0.011604239735734155	0.00380488888736636	0.0026577833201088196
GC>CG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
GC>TA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TA>AT	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TA>CG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TA>CT	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TA>GC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TA>GG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TA>GT	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TC>AA	0.04262083124937419	0.011379617085023677	0.00736981714364416	0.013904281524266033	0.02094479564238251	0.0044943385674517345	0.010589191520214038
TC>AG	0.027390536936757144	0.005668712571416208	0.00817214581885585	0.005439092620144732	1.3097919336395592e-05	0.007772815635230472	0.00028208107050467393
TC>AT	0.007483643252953373	0.008214320992628093	0.010335610178381464	0.03334492058292881	0.0008074778959914907	0.006627269928775773	0.01122949159214501
TC>CA	0.001893587868028561	0.029094231957656275	0.01837864261099867	0.005199355118321523	0.008729430884139158	0.013008155091767303	0.0023101605399094894
TC>CG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TC>CT	0.01384436444109639	0.005191343272964559	0.002865686239946026	0.012625409125577334	0.009239829723537697	0.002683981174041605	0.017298025573140873
TC>GA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TC>GG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TC>GT	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TG>AA	0.00378687740381807	0.008679319786922457	0.009107880554944357	0.05137625951099928	0.045411999997934965	0.022552246417131414	0.031339777462375346
TG>AC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TG>AT	0.017309455362439347	0.02581853302446997	0.008818113945116066	0.004084214029063531	0.007617100292822449	0.1582545327158539	0.008725395475321706
TG>CA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TG>CC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TG>CT	0.0032118088095151997	0.11439275262253204	0.014949844442222547	0.04581282759470835	0.02644928953801659	0.02447395555610936	0.011245707713148893
TG>GA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TG>GC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TG>GT	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TT>AA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TT>AC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TT>AG	0.0030792730509659806	0.014580600319414999	0.004543681598406692	0.010219673255620844	0.005372684894217628	0.0010139353739035072	0.005314764216964249
TT>CA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TT>CC	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TT>CG	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TT>GA	1.1420912716175736e-05	1.40597648351104e-05	1.2518542985162639e-05	1.377688796765142e-05	1.6155566095221728e-05	1.653813882057875e-05	1.380108400098834e-05
TT>GC	1.1420912716175736e-05	1.405976480782556e-05	1.251854299880506e-05	1.3776887976746366e-05	1.615556605884194e-05	1.653813885695854e-05	1.3801084023725707e-05
TT>GG	1.1420912716175736e-05	1.405976480782556e-05	1.251854299880506e-05	1.3776887976746366e-05	1.615556605884194e-05	1.653813885695854e-05	1.3801084023725707e-05
