MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Ins:T:0	3.25E-03	1.26E-03	1.71E-02	7.17E-03	1.21E-03	4.43E-03	3.43E-03	1.08E-02	3.29E-03	1.36E-02
1:Ins:T:1	4.36E-04	2.98E-03	3.75E-03	6.65E-03	5.41E-03	6.23E-03	6.29E-03	2.86E-02	1.41E-03	2.76E-03
1:Ins:T:2	4.90E-07	2.05E-03	6.02E-03	1.00E-02	7.90E-03	3.46E-03	9.45E-03	5.19E-03	6.03E-03	7.05E-03
1:Ins:T:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
1:Ins:T:4	3.90E-06	1.76E-03	1.43E-03	2.13E-03	1.65E-03	3.47E-03	2.36E-03	1.23E-03	5.87E-03	2.84E-03
1:Ins:T:5	1.52E-06	7.88E-03	6.59E-03	6.42E-03	1.36E-02	2.53E-03	1.30E-02	1.76E-02	1.70E-02	2.33E-02
2:Del:R:0	7.61E-04	2.81E-03	5.97E-03	6.70E-03	9.09E-03	2.62E-03	8.69E-03	6.15E-03	6.65E-03	6.27E-03
2:Del:R:1	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Del:R:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Del:R:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Del:R:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Del:R:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Del:R:0	4.28E-07	1.51E-03	3.34E-03	2.73E-03	8.72E-03	3.60E-03	4.51E-03	3.97E-03	6.00E-03	1.13E-06
3:Del:R:1	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Del:R:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Del:R:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Del:R:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Del:R:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Del:R:0	1.54E-03	1.44E-03	1.07E-02	7.07E-04	4.93E-03	2.47E-03	2.16E-03	1.27E-03	3.47E-03	2.13E-03
4:Del:R:1	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Del:R:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Del:R:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Del:R:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Del:R:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Del:R:0	4.92E-03	1.63E-02	7.12E-03	8.22E-03	4.44E-03	4.42E-03	4.25E-03	6.08E-03	1.13E-02	9.92E-03
5:Del:R:1	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Del:R:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Del:R:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Del:R:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Del:R:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Ins:R:0	5.50E-03	7.99E-07	3.02E-02	3.00E-03	2.01E-03	8.82E-07	2.62E-03	4.43E-03	2.06E-03	9.58E-03
2:Ins:R:1	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Ins:R:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Ins:R:3	2.60E-06	1.65E-03	6.95E-04	3.10E-03	2.83E-03	1.00E-06	5.02E-03	3.37E-04	5.73E-03	3.39E-03
2:Ins:R:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Ins:R:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Ins:R:0	3.27E-03	7.18E-07	4.69E-03	5.50E-07	9.16E-07	8.39E-07	1.48E-03	9.32E-07	9.27E-07	5.51E-03
3:Ins:R:1	5.42E-07	1.82E-03	8.33E-03	2.56E-03	1.17E-03	3.10E-03	3.42E-03	3.19E-03	3.69E-03	4.94E-03
3:Ins:R:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Ins:R:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Ins:R:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
3:Ins:R:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Ins:R:0	2.71E-03	6.46E-07	3.51E-03	5.12E-07	9.06E-07	8.46E-07	1.48E-03	9.40E-07	8.96E-07	3.97E-03
4:Ins:R:1	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Ins:R:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Ins:R:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Ins:R:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Ins:R:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Ins:R:0	1.48E-02	1.09E-06	8.96E-03	5.78E-07	2.29E-06	1.36E-03	1.66E-03	3.02E-03	2.97E-03	2.60E-02
5:Ins:R:1	3.85E-07	1.42E-03	6.00E-03	4.04E-03	2.24E-02	5.19E-03	1.34E-02	1.32E-02	8.85E-03	3.77E-03
5:Ins:R:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Ins:R:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Ins:R:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Ins:R:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
2:Del:M:1	1.55E-03	5.83E-03	4.83E-03	1.66E-03	7.18E-03	7.55E-03	9.72E-03	2.77E-03	2.13E-02	7.85E-03
3:Del:M:1	6.75E-07	1.98E-03	1.48E-06	3.04E-03	4.06E-03	2.95E-03	5.48E-03	1.50E-03	1.16E-06	4.61E-03
3:Del:M:2	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
4:Del:M:1	5.02E-07	2.11E-03	3.61E-03	4.06E-03	6.52E-03	4.66E-03	5.40E-03	5.96E-03	4.59E-03	3.06E-03
4:Del:M:2	6.48E-07	1.41E-03	2.32E-03	2.17E-03	2.63E-03	3.43E-03	3.51E-03	1.92E-03	6.32E-03	1.84E-03
4:Del:M:3	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Del:M:1	3.31E-03	3.95E-03	1.83E-03	5.29E-03	5.11E-03	2.34E-02	6.16E-03	4.58E-03	3.91E-03	4.50E-03
5:Del:M:2	4.93E-07	3.55E-03	8.78E-03	8.20E-03	6.94E-03	6.82E-03	5.80E-03	1.05E-02	1.04E-02	7.42E-03
5:Del:M:3	3.43E-03	1.15E-03	3.53E-03	6.12E-07	9.04E-07	2.37E-03	3.08E-03	3.30E-03	3.74E-03	5.49E-03
5:Del:M:4	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
5:Del:M:5	7.25E-07	5.76E-07	1.49E-06	5.06E-07	8.22E-07	6.54E-07	8.79E-07	8.45E-07	9.75E-07	1.39E-06
