MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
2:Ins:R:3	1.20E-08	2.40E-07	5.31E-05	1.31E-04	5.05E-04	2.73E-04	2.17E-04	3.18E-04	2.20E-04	6.64E-04
2:Ins:R:4	1.25E-08	2.10E-07	2.43E-07	4.16E-04	6.35E-07	3.85E-05	8.13E-05	6.94E-07	7.57E-05	3.82E-07
2:Ins:R:5	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
3:Ins:R:0	1.54E-03	8.25E-05	2.35E-04	6.23E-05	1.11E-03	7.27E-04	1.75E-03	5.17E-04	4.53E-03	1.43E-03
3:Ins:R:1	1.16E-08	2.15E-04	3.60E-04	3.12E-04	6.42E-04	6.37E-04	6.96E-04	9.54E-04	9.63E-04	5.81E-04
3:Ins:R:2	1.21E-08	1.28E-04	9.96E-05	1.68E-04	2.17E-04	2.58E-04	3.41E-07	1.75E-04	3.59E-04	6.37E-04
3:Ins:R:3	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
3:Ins:R:4	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
3:Ins:R:5	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
4:Ins:R:0	1.51E-03	2.10E-07	3.83E-07	8.26E-08	9.43E-04	1.44E-04	1.70E-03	8.83E-04	3.63E-03	1.39E-03
4:Ins:R:1	1.23E-04	2.07E-07	3.50E-04	9.63E-08	6.28E-05	4.89E-04	4.13E-04	7.46E-04	1.00E-03	4.61E-04
4:Ins:R:2	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
4:Ins:R:3	1.45E-08	5.71E-05	1.04E-04	2.28E-04	4.26E-04	5.36E-04	3.99E-04	1.78E-04	4.05E-04	4.97E-04
4:Ins:R:4	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
4:Ins:R:5	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
5:Ins:R:0	3.88E-03	1.40E-07	2.22E-07	5.88E-08	8.83E-03	5.05E-07	7.57E-07	6.08E-03	5.46E-03	1.04E-02
5:Ins:R:1	9.01E-09	1.45E-03	4.10E-03	6.41E-04	6.54E-03	5.28E-03	4.49E-03	2.89E-03	6.45E-03	8.99E-03
5:Ins:R:2	1.18E-08	4.65E-05	2.43E-04	2.29E-04	4.76E-04	2.89E-04	3.25E-04	2.58E-04	4.18E-04	5.46E-04
5:Ins:R:3	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
5:Ins:R:4	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
5:Ins:R:5	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
2:Del:M:1	7.48E-04	1.44E-03	1.66E-03	2.79E-03	7.21E-03	4.69E-03	5.54E-03	7.77E-04	1.35E-02	8.59E-03
3:Del:M:1	2.54E-04	2.53E-04	5.31E-04	3.81E-04	1.59E-03	1.22E-03	9.60E-04	9.74E-04	1.59E-03	8.87E-04
3:Del:M:2	2.78E-04	1.83E-07	1.36E-04	8.09E-04	1.00E-04	5.09E-04	4.30E-04	1.27E-06	4.82E-04	5.48E-04
4:Del:M:1	1.03E-08	5.55E-04	1.24E-03	8.17E-04	2.04E-03	1.79E-03	2.00E-03	2.38E-03	3.96E-03	3.00E-03
4:Del:M:2	1.09E-08	1.32E-04	2.02E-04	7.20E-04	3.34E-04	2.90E-04	8.37E-04	4.28E-04	6.57E-04	1.09E-03
4:Del:M:3	1.50E-08	6.97E-05	1.62E-04	1.26E-07	1.42E-04	8.99E-05	2.36E-04	3.92E-04	1.40E-04	1.60E-04
5:Del:M:1	1.31E-04	3.76E-03	2.76E-03	2.96E-08	3.29E-04	7.23E-03	2.85E-03	1.07E-02	9.36E-07	2.36E-02
5:Del:M:2	2.78E-04	1.01E-04	8.97E-04	2.57E-08	2.45E-03	2.09E-03	3.31E-03	2.29E-03	4.95E-03	3.28E-03
5:Del:M:3	1.06E-08	3.24E-04	1.04E-03	5.57E-08	1.37E-03	2.81E-03	1.17E-03	2.59E-03	1.92E-03	2.88E-03
5:Del:M:4	1.13E-08	3.69E-05	1.11E-04	2.41E-04	1.62E-04	3.97E-04	1.41E-04	9.35E-05	4.82E-04	5.09E-04
5:Del:M:5	1.81E-08	1.46E-07	2.24E-07	1.32E-07	3.77E-07	3.54E-07	3.64E-07	3.10E-07	4.87E-07	3.85E-07
