MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
2:Del:R:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Del:R:0	4.15E-07	4.31E-04	3.34E-03	3.39E-03	3.62E-03	8.24E-03	4.49E-03	2.14E-03	7.36E-03
3:Del:R:1	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Del:R:2	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Del:R:3	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Del:R:4	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Del:R:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Del:R:0	1.25E-03	9.48E-04	3.28E-03	1.20E-03	2.51E-03	4.99E-03	1.99E-03	1.21E-03	5.71E-03
4:Del:R:1	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Del:R:2	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Del:R:3	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Del:R:4	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Del:R:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Del:R:0	3.76E-03	1.53E-02	5.26E-03	8.55E-03	9.55E-03	4.95E-03	7.76E-03	4.47E-03	6.99E-03
5:Del:R:1	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Del:R:2	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Del:R:3	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Del:R:4	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Del:R:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
2:Ins:R:0	5.76E-03	1.02E-03	3.05E-02	2.53E-03	6.04E-03	1.72E-03	8.19E-07	4.59E-03	8.07E-03
2:Ins:R:1	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
2:Ins:R:2	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
2:Ins:R:3	5.46E-04	2.07E-03	1.92E-03	1.27E-03	5.61E-03	2.16E-03	1.10E-03	1.39E-03	2.58E-03
2:Ins:R:4	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
2:Ins:R:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Ins:R:0	3.69E-03	6.07E-07	3.62E-03	5.25E-07	1.62E-03	2.08E-03	7.39E-07	9.97E-07	1.91E-03
3:Ins:R:1	5.03E-07	2.64E-03	6.70E-03	1.12E-03	2.86E-03	5.65E-03	4.17E-04	3.32E-03	2.90E-03
3:Ins:R:2	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Ins:R:3	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Ins:R:4	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
3:Ins:R:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Ins:R:0	2.86E-03	5.80E-07	3.11E-03	5.12E-07	1.26E-03	2.18E-03	7.39E-07	9.93E-07	1.33E-03
4:Ins:R:1	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Ins:R:2	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Ins:R:3	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Ins:R:4	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Ins:R:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Ins:R:0	1.29E-02	6.27E-03	2.04E-02	5.51E-07	1.18E-02	8.37E-03	1.18E-02	1.65E-02	1.81E-02
5:Ins:R:1	2.40E-07	3.19E-03	3.12E-06	4.91E-03	3.86E-03	2.14E-02	5.24E-03	4.67E-03	1.03E-02
5:Ins:R:2	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Ins:R:3	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Ins:R:4	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Ins:R:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
2:Del:M:1	3.36E-03	2.65E-03	4.27E-03	2.36E-03	8.22E-03	1.41E-02	5.71E-03	4.91E-03	8.96E-03
3:Del:M:1	5.13E-07	2.00E-03	1.78E-03	1.81E-03	3.97E-03	4.07E-03	2.97E-03	4.44E-03	1.25E-03
3:Del:M:2	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
4:Del:M:1	3.58E-07	2.39E-03	1.09E-06	2.85E-03	8.39E-03	7.89E-03	4.08E-03	4.86E-03	4.79E-03
4:Del:M:2	5.56E-07	1.58E-03	1.54E-03	1.38E-03	4.01E-03	4.65E-03	2.31E-03	3.38E-03	3.40E-03
4:Del:M:3	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Del:M:1	2.34E-03	4.99E-03	1.10E-03	5.14E-03	3.93E-03	7.81E-03	2.11E-02	2.47E-03	5.53E-03
5:Del:M:2	3.87E-07	2.68E-03	5.38E-04	1.04E-02	4.88E-03	1.22E-02	3.08E-03	1.25E-02	2.80E-03
5:Del:M:3	2.24E-03	2.11E-03	3.04E-03	2.12E-03	1.54E-03	2.77E-03	2.53E-03	5.56E-03	3.89E-03
5:Del:M:4	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
5:Del:M:5	6.22E-07	5.93E-07	1.05E-06	5.71E-07	9.13E-07	1.01E-06	5.99E-07	8.90E-07	9.56E-07
