Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_78_7158_01A	13	0.963	9.356	71.969%	2.465	32.65%	0.6051	0.963
TCGA_78_7159_01A	22	0.844	17.1	77.727%	4.02	53.72%	0.72475	0.823
TCGA_78_7161_01A	8	0.736	7.898	98.725%	2.537	67.804%	1.47602	0.717
TCGA_78_7220_01A	32	0.97	17.109	53.466%	3.614	25.059%	0.46512	0.968
TCGA_83_5908_01A	9	0.936	7.529	83.656%	2.014	41.995%	0.6287	0.936
TCGA_86_6851_01A	37	0.97	17.041	46.057%	3.698	24.544%	0.36821	0.968
TCGA_86_7954_01A	8	0.874	6.787	84.838%	1.822	48.695%	1.08368	0.866
TCGA_86_8056_01A	7	0.655	8.318	118.829%	2.002	75.668%	1.26465	0.614
TCGA_86_8074_01A	4	0.498	5.72	143.0%	1.863	93.15%	2.33146	0.468
TCGA_91_6830_01A	9	0.587	10.8	120.0%	2.505	83.5%	1.2312	0.524
TCGA_91_6836_01A	12	0.771	11.501	95.842%	2.71	63.875%	0.98539	0.742
TCGA_91_6840_01A	6	0.602	7.64	127.333%	2.268	80.186%	1.4095	0.572
TCGA_91_6847_01A	6	0.488	8.8	146.667%	2.472	87.398%	1.79784	0.442
TCGA_95_7039_01A	67	0.962	29.973	44.736%	6.162	27.696%	0.24976	0.957
TCGA_95_7043_01A	62	0.985	23.158	37.352%	4.647	18.061%	0.26544	0.984
TCGA_95_7948_01A	7	0.79	6.605	94.357%	1.846	61.533%	1.07469	0.773
TCGA_95_A4VK_01A	7	0.949	6.148	87.829%	2.112	48.453%	0.5811	0.954
TCGA_95_A4VN_01A	24	0.919	14.816	61.733%	3.155	40.069%	0.55802	0.909
TCGA_95_A4VP_01A	5	0.851	4.269	85.38%	1.399	52.877%	1.08253	0.844
TCGA_97_7547_01A	7	0.714	8.367	119.529%	2.132	71.067%	1.23986	0.693
TCGA_97_7553_01A	8	0.833	7.007	87.587%	1.762	55.719%	0.93171	0.817
TCGA_97_7941_01A	7	0.859	6.612	94.457%	1.778	53.609%	1.03611	0.852
TCGA_97_8175_01A	2	0.53	3.266	163.3%	1.227	86.762%	2.07279	0.521
TCGA_97_A4M0_01A	17	0.823	15.646	92.035%	4.174	57.334%	0.79297	0.809
TCGA_97_A4M1_01A	1	0.912	1.236	123.6%	0.642	64.2%	0.96268	0.921
TCGA_97_A4M3_01A	6	0.794	5.686	94.767%	1.791	63.321%	1.40443	0.782
TCGA_99_7458_01A	23	0.948	12.418	53.991%	2.665	32.083%	0.47042	0.943
TCGA_J2_8194_01A	5	0.864	4.809	96.18%	1.478	55.863%	0.82201	0.862
TCGA_J2_A4AD_01A	17	0.916	11.351	66.771%	2.625	40.996%	0.78966	0.909
TCGA_J2_A4AG_01A	8	0.803	9.486	118.575%	2.856	76.33%	1.93798	0.795
TCGA_L4_A4E5_01A	7	0.946	4.948	70.686%	1.454	37.542%	0.60901	0.945
TCGA_L9_A443_01A	14	0.846	11.477	81.979%	3.199	53.317%	1.15695	0.834
TCGA_L9_A444_01A	36	0.922	21.078	58.55%	4.704	40.043%	0.39845	0.913
TCGA_MP_A4T4_01A	17	0.857	13.398	78.812%	3.622	51.743%	0.67884	0.845
TCGA_MP_A4T9_01A	1	0.912	1.236	123.6%	0.642	64.2%	0.96268	0.921
TCGA_MP_A4TF_01A	18	0.855	14.051	78.061%	3.566	52.578%	0.73222	0.842
TCGA_MP_A4TH_01A	7	0.949	5.793	82.757%	1.71	44.152%	0.54368	0.953
TCGA_NJ_A4YQ_01A	48	0.965	26.997	56.244%	5.785	30.322%	0.3609	0.964
TCGA_NJ_A55O_01A	7	0.926	5.489	78.414%	1.451	40.243%	0.64551	0.923
TCGA_O1_A52J_01A	9	0.711	8.887	98.744%	2.11	70.333%	0.94084	0.668
