MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Ins:T:0	4.33E-03	9.63E-04	3.27E-03	6.18E-03	2.29E-03	3.23E-03
1:Ins:T:1	6.90E-03	7.37E-04	8.29E-03	9.06E-03	2.57E-03	2.69E-03
1:Ins:T:2	3.73E-03	3.70E-04	4.93E-03	6.53E-03	2.23E-03	3.19E-03
1:Ins:T:3	1.13E-03	2.94E-04	1.65E-03	1.83E-03	9.77E-04	3.75E-04
1:Ins:T:4	9.35E-04	9.32E-05	1.02E-03	1.62E-03	1.27E-03	1.33E-03
1:Ins:T:5	1.60E-04	1.12E-08	1.02E-03	2.87E-03	3.37E-03	1.20E-03
2:Del:R:0	6.76E-04	3.53E-04	1.06E-03	3.23E-03	2.90E-03	2.25E-03
2:Del:R:1	1.07E-03	9.55E-09	8.98E-04	1.50E-03	1.22E-03	1.71E-03
2:Del:R:2	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
2:Del:R:3	2.33E-07	1.34E-08	2.30E-07	3.98E-07	2.89E-04	3.41E-07
2:Del:R:4	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
2:Del:R:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
3:Del:R:0	8.86E-04	9.63E-06	1.31E-03	2.85E-03	2.29E-03	2.29E-03
3:Del:R:1	2.25E-04	1.69E-08	3.00E-04	2.78E-04	2.67E-04	2.94E-04
3:Del:R:2	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
3:Del:R:3	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
3:Del:R:4	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
3:Del:R:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
4:Del:R:0	9.00E-04	3.36E-04	8.32E-04	3.10E-03	2.23E-03	2.50E-03
4:Del:R:1	3.04E-04	1.65E-08	1.93E-04	4.26E-04	2.13E-04	5.57E-04
4:Del:R:2	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
4:Del:R:3	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
4:Del:R:4	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
4:Del:R:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
5:Del:R:0	4.49E-03	7.43E-04	3.60E-03	1.90E-03	3.07E-03	1.39E-02
5:Del:R:1	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
5:Del:R:2	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
5:Del:R:3	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
5:Del:R:4	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
5:Del:R:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
2:Ins:R:0	2.18E-03	1.31E-03	1.46E-03	3.72E-03	7.61E-04	2.40E-03
2:Ins:R:1	3.77E-04	1.91E-04	6.72E-04	8.34E-04	6.21E-04	5.81E-04
2:Ins:R:2	1.18E-04	1.75E-08	2.09E-04	2.89E-04	1.82E-04	2.78E-04
2:Ins:R:3	1.56E-04	1.69E-08	1.20E-04	2.95E-04	3.90E-05	2.48E-04
2:Ins:R:4	2.03E-07	1.32E-08	3.09E-05	3.94E-07	2.85E-04	3.22E-07
2:Ins:R:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
3:Ins:R:0	1.58E-04	1.12E-03	1.99E-04	3.47E-04	3.70E-05	8.51E-05
3:Ins:R:1	3.77E-04	1.45E-08	4.87E-04	4.66E-04	3.20E-04	6.92E-04
3:Ins:R:2	1.86E-04	5.34E-05	1.12E-04	2.33E-04	5.28E-05	1.72E-04
3:Ins:R:3	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
3:Ins:R:4	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
3:Ins:R:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
4:Ins:R:0	1.62E-07	1.05E-03	2.28E-07	3.16E-04	1.03E-07	4.31E-07
4:Ins:R:1	2.09E-04	1.12E-04	1.21E-04	4.64E-04	1.40E-04	5.92E-04
4:Ins:R:2	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
4:Ins:R:3	8.09E-05	1.62E-08	1.73E-04	2.23E-04	1.23E-04	2.22E-04
4:Ins:R:4	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
4:Ins:R:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
5:Ins:R:0	2.15E-07	2.54E-03	2.28E-07	4.76E-03	2.73E-08	3.45E-07
5:Ins:R:1	2.03E-03	1.03E-08	2.54E-03	4.71E-03	1.31E-03	4.57E-03
5:Ins:R:2	9.54E-05	1.44E-08	2.64E-04	2.83E-04	2.18E-04	2.88E-04
5:Ins:R:3	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
5:Ins:R:4	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
5:Ins:R:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
2:Del:M:1	2.32E-03	5.53E-04	2.16E-03	5.31E-03	2.31E-03	3.07E-03
3:Del:M:1	5.97E-04	2.44E-04	5.89E-04	1.22E-03	2.42E-04	5.99E-04
3:Del:M:2	4.41E-05	2.42E-04	1.47E-04	4.57E-04	5.98E-04	1.57E-04
4:Del:M:1	7.31E-04	5.02E-05	8.20E-04	2.17E-03	8.13E-04	1.98E-03
4:Del:M:2	1.60E-04	1.14E-08	1.91E-04	3.32E-04	5.39E-04	4.28E-04
4:Del:M:3	7.50E-05	1.77E-08	1.08E-04	1.97E-04	1.89E-07	2.49E-04
5:Del:M:1	5.94E-03	2.58E-04	7.10E-03	1.52E-02	2.38E-03	1.28E-02
5:Del:M:2	5.33E-04	2.77E-04	1.33E-03	1.82E-03	3.80E-04	1.73E-03
5:Del:M:3	5.90E-04	1.05E-08	7.56E-04	1.56E-03	4.93E-05	1.75E-03
5:Del:M:4	6.50E-05	1.66E-08	2.15E-04	2.57E-04	1.41E-04	1.88E-04
5:Del:M:5	1.86E-07	1.54E-08	2.13E-07	3.21E-07	1.79E-07	2.66E-07
