MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
CG>TT	0.0016001605330244228	0.02995931410918992	0.0008256593061621546	0.019616184402236527	0.014384202030328587	0.19852081296661708
CT>AA	0.0019495688763114317	0.012565177521417751	0.10823737225986439	0.03761097691683062	0.03376216147480822	0.04933480712358861
CT>AC	0.0002516491066035087	0.0025016587078641804	0.001547313006374793	0.001822365143415361	0.0009068637351083452	0.005025970093010983
CT>AG	0.0015906070928679128	0.005352003249854533	0.01659207375582355	0.007533281955561648	0.015178808979452754	0.005751159351864535
CT>GA	8.614012567704777e-06	0.004091544758195695	0.00467401206149134	0.0019519207480050227	0.0010529996947843756	0.0026801663262028797
CT>GC	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
CT>GG	8.569646064643166e-05	0.00054525180211904	0.004874752706905383	0.005742430505123366	0.0006315552103251321	0.0017163995493274342
CT>TA	0.0013075506693991557	0.0068046245204782	0.024286683188877625	0.030843575678873626	0.015092114240749778	0.03927683576673985
CT>TC	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
CT>TG	0.000640964080138815	0.0015436000261279403	0.01184935789029737	0.01022709353567734	0.002669782631199666	0.013301060433769862
GC>AA	2.1521326812035394e-06	0.06873224931118443	0.11712673088501965	0.022990557999189174	0.0136149173681627	0.04851088535301992
GC>AG	0.0008751794771046661	0.004702011295117358	0.015693777908525986	0.020871278590292378	0.00873797263353481	0.013831455062059773
GC>AT	0.0005382674672415533	0.007277555465332739	0.006954564409997488	0.011581236440987937	0.005310623298127553	0.002919332493128195
GC>CA	0.005190580652406424	0.017163540309313986	0.013570157270801247	0.009457007579937908	0.00495047390901135	0.006761350583855758
GC>CG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
GC>TA	0.0003337935072795517	0.0019956194418529094	0.00190902985830121	0.003136222748908608	0.003401340226037064	0.0012822846516041863
TA>AT	9.123222593871106e-05	0.0010918166006877073	0.006122936463837334	0.001856553619656438	0.0011061351849343736	0.004474135238378949
TA>CG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
TA>CT	0.00022007169864764363	0.0019149328786429009	0.0024173740403853118	0.0024894349601140677	0.0007845688090424119	0.004619808847492095
TA>GC	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
TA>GG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
TA>GT	0.0003211705364981299	0.006188764363247685	0.004650074115786538	0.008479685409670878	0.0032150693040017587	0.004902839235676879
TC>AA	0.0007410135651952032	0.010428584747028355	0.0571299995163	0.055123320395488805	0.023201551414193205	0.07914222551207968
TC>AG	0.0020183690503597007	0.005153777135203796	0.018517066999193046	0.010268049238445655	0.006381578384624902	0.011587161259517132
TC>AT	0.0015277825094000264	0.0026810660309847024	0.01322850537384042	0.020879167186325844	0.0049313016671740685	0.008128178818230936
TC>CA	0.000627284437228468	0.00779644981361626	0.02233322743695844	0.010276500076030289	0.00888407277168767	0.008788306834146553
TC>CG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
TC>CT	0.0022452447353717275	0.006807343673937965	0.01870375895483562	0.02130671568046097	0.009993840679158915	0.01245414878811669
TC>GA	8.8184435801395e-05	0.0020624165057938626	0.0035189106019026892	0.005100355649792618	0.0013685817841349035	0.001445054775335848
TC>GG	0.0002220130577711643	0.002855322122547932	0.0033283468445586095	0.003884291903617623	0.0015729998130041168	0.0013327625638430618
TC>GT	0.0008986540818341382	0.002490000568951132	0.00428331994018663	0.001252511523633757	9.003986484458437e-05	0.0008365739812484208
TG>AA	2.2618412682473555e-06	0.010758029245722582	0.051905480906507366	0.018264087256528682	0.01557024308514201	0.024179064553844113
TG>AC	6.303790111132912e-05	0.0027896769204414796	0.002667256901015662	0.0006737702870668727	0.0021907364026378675	0.006454427500700604
TG>AT	0.0006260926874917332	0.04115042957680931	0.0371480100532991	0.02390707725900346	0.022628990971281696	0.0917587023763109
TG>CA	0.0002984344822789353	0.0003326525425298144	0.002000537664258104	0.003620738021585339	0.0010396094973953041	0.006009442923950701
TG>CC	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
TG>CT	0.00032194934304925613	0.011831154636862493	0.011306571738723395	0.34573940967654837	0.02123995217959319	0.022330272498031337
TG>GA	0.00010170415686194043	0.005472121429707215	0.011224282282157674	0.006347235218368041	0.007867551817541596	0.006426093820217602
TG>GC	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
TG>GT	0.004681615669170469	0.012124251405831928	0.02030185018831915	0.005219287200404069	0.009480876744507327	0.010151606228801029
TT>AA	0.001587981728679182	0.007057418427748985	0.013650902550863861	0.010540960681213107	0.01399660572824132	0.011234401856759035
TT>AC	0.00042218422410769565	0.004989349052286798	0.004753621888779662	0.002907446467654182	0.004289714243922163	0.006773003326763387
TT>AG	6.498161826129945e-05	0.002337480822238831	0.0038548098055480296	0.00265918922937999	0.0013016693809095158	0.0003600727939694348
TT>CA	0.0006254425648558027	0.0054762873419511495	0.003785419268649619	0.00782856752737091	0.0005376956437712011	0.003403370032783073
TT>CC	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
TT>CG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
TT>GA	0.00011257420095034832	0.0026438413756181946	0.0020532481040277163	0.0016275649254248491	0.0014902106907396728	0.004364428105366187
TT>GC	1.2889623512819526e-05	1.2046920451211918e-05	1.7464857023696823e-05	1.5053146221362112e-05	2.0889238394374844e-05	1.7848014258561307e-05
TT>GG	1.2889623512819526e-05	1.2046920451211918e-05	1.7464857023696823e-05	1.5053146221362112e-05	2.0889238394374844e-05	1.7848014258561307e-05
