Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_67_6217_01A	8	0.686	9.049	113.112%	2.325	73.523%	1.42484	0.654
TCGA_69_7973_01A	16	0.751	15.461	96.631%	3.569	69.994%	0.82153	0.717
TCGA_69_7974_01A	19	0.738	20.743	109.174%	4.423	70.825%	1.1826	0.704
TCGA_69_7979_01A	43	0.914	30.138	70.088%	5.924	40.782%	0.59283	0.904
TCGA_69_7980_01A	29	0.933	19.144	66.014%	4.016	37.128%	0.80744	0.927
TCGA_73_4662_01A	12	0.879	11.251	93.758%	2.679	50.628%	1.05865	0.872
TCGA_73_4666_01A	16	0.928	11.254	70.337%	2.946	42.522%	0.56374	0.926
TCGA_73_4670_01A	29	0.855	21.822	75.248%	4.761	52.9%	0.65863	0.833
TCGA_73_7498_01A	6	0.565	7.742	129.033%	2.081	84.956%	1.34473	0.522
TCGA_78_7145_01A	6	0.428	8.502	141.7%	3.157	91.135%	1.63938	0.393
TCGA_78_7146_01A	14	0.887	10.566	75.471%	2.504	47.321%	0.56435	0.877
TCGA_78_7147_01A	21	0.88	17.514	83.4%	4.561	50.063%	0.57628	0.873
TCGA_78_7153_01A	8	0.406	11.656	145.7%	4.328	92.273%	1.60501	0.37
TCGA_78_7158_01A	13	0.816	15.597	119.977%	4.837	64.068%	1.02152	0.815
TCGA_78_7159_01A	22	0.744	20.502	93.191%	5.174	69.14%	0.79381	0.712
TCGA_78_7161_01A	8	0.684	9.374	117.175%	2.73	72.962%	1.52889	0.661
TCGA_78_7220_01A	32	0.932	21.639	67.622%	6.381	44.244%	0.53133	0.934
TCGA_83_5908_01A	9	0.899	9.304	103.378%	2.575	53.692%	0.80148	0.902
TCGA_86_6851_01A	37	0.944	25.267	68.289%	5.624	37.328%	0.48715	0.942
TCGA_86_7954_01A	8	0.809	8.978	112.225%	2.317	61.924%	1.22028	0.8
TCGA_86_8056_01A	7	0.557	8.974	128.2%	2.313	87.423%	1.27579	0.508
TCGA_86_8074_01A	4	0.109	7.451	186.275%	2.241	112.05%	4.19033	0.036
TCGA_91_6830_01A	9	0.531	11.806	131.178%	2.823	94.1%	1.40008	0.47
TCGA_91_6836_01A	12	0.477	14.49	120.75%	4.115	96.991%	1.26795	0.413
TCGA_91_6840_01A	6	0.459	8.32	138.667%	2.579	91.181%	1.80482	0.415
TCGA_91_6847_01A	6	0.389	9.199	153.317%	2.72	96.167%	2.0952	0.338
TCGA_95_7039_01A	67	0.939	34.828	51.982%	7.663	34.443%	0.28967	0.931
TCGA_95_7043_01A	62	0.96	32.842	52.971%	8.905	34.61%	0.39823	0.961
TCGA_95_7948_01A	7	0.563	8.826	126.086%	2.529	84.3%	1.44263	0.523
TCGA_95_A4VK_01A	7	0.853	8.243	117.757%	2.849	65.361%	0.94214	0.864
TCGA_95_A4VN_01A	24	0.873	17.595	73.312%	3.896	49.479%	0.61785	0.856
TCGA_95_A4VP_01A	5	0.727	6.425	128.5%	1.851	69.961%	1.59931	0.714
TCGA_97_7547_01A	7	0.447	10.339	147.7%	2.816	93.867%	1.7716	0.395
TCGA_97_7553_01A	8	0.433	11.554	144.425%	3.052	96.513%	1.74321	0.371
TCGA_97_7941_01A	7	0.662	8.904	127.2%	2.493	75.167%	1.4931	0.638
TCGA_97_8175_01A	2	0.153	3.729	186.45%	1.457	103.025%	2.98178	0.106
TCGA_97_A4M0_01A	17	0.801	16.784	98.729%	4.386	60.246%	0.8935	0.786
TCGA_97_A4M1_01A	1	0.183	1.885	188.5%	0.992	99.2%	2.8559	0.156
TCGA_97_A4M3_01A	6	0.673	7.984	133.067%	2.102	74.317%	1.68263	0.649
TCGA_99_7458_01A	23	0.855	17.196	74.765%	4.309	51.874%	0.59072	0.839
TCGA_J2_8194_01A	5	0.634	5.777	115.54%	2.05	77.483%	1.17843	0.612
TCGA_J2_A4AD_01A	17	0.865	15.261	89.771%	3.216	50.225%	1.01598	0.852
TCGA_J2_A4AG_01A	8	0.668	11.323	141.538%	2.784	74.406%	1.94478	0.643
TCGA_L4_A4E5_01A	7	0.881	7.754	110.771%	2.202	56.855%	0.91039	0.884
TCGA_L9_A443_01A	14	0.802	14.615	104.393%	3.6	60.0%	1.25988	0.786
TCGA_L9_A444_01A	36	0.875	24.792	68.867%	5.695	48.479%	0.47164	0.858
TCGA_MP_A4T4_01A	17	0.807	15.397	90.571%	4.144	59.2%	0.85536	0.791
TCGA_MP_A4T9_01A	1	0.183	1.885	188.5%	0.992	99.2%	2.8559	0.156
TCGA_MP_A4TF_01A	18	0.833	13.571	75.394%	3.75	55.291%	0.78638	0.816
TCGA_MP_A4TH_01A	7	0.822	7.158	102.257%	2.417	62.407%	0.81799	0.82
TCGA_NJ_A4YQ_01A	48	0.953	28.907	60.223%	6.575	34.462%	0.37189	0.951
TCGA_NJ_A55O_01A	7	0.876	7.023	100.329%	1.99	55.193%	0.87301	0.875
TCGA_O1_A52J_01A	9	0.544	11.208	124.533%	2.783	92.767%	1.279	0.485
